chamber_name,city,state,website,website_guess,website_source,maps_link,member_directory_url,all_links,phone,email,address,image
Roberta-Crawford County Chamber of Commerce,"Roberta, GA",GA,http://www.robertacrawfordchamber.org,,scraped,"https://maps.google.com/?q=P.O Box 417, Roberta, GA, 31078-0417",,"https://maps.google.com/?q=P.O Box 417, Roberta, GA, 31078-0417;http://www.robertacrawfordchamber.org",,,"417 Roberta, GA 31078-0417",
Robins Regional Chamber of Commerce,"Warner Robins, GA",GA,http://www.robinsregion.com,,scraped,"https://maps.google.com/?q=1228 Watson Blvd, Warner Robins, GA, 31093-3428",,"https://maps.google.com/?q=1228 Watson Blvd, Warner Robins, GA, 31093-3428;http://www.robinsregion.com",,,"1228 Watson Blvd Warner Robins, GA 31093-3428",
Rome Floyd Chamber of Commerce,"Rome, GA",GA,http://www.romega.com,,scraped,"https://maps.google.com/?q=1 Riverside Pkwy, Rome, GA, 30161-3042",,"https://maps.google.com/?q=1 Riverside Pkwy, Rome, GA, 30161-3042;http://www.romega.com",,,"1 Riverside Pkwy Rome, GA 30161-3042",
STEM Direct Youth Chamber of Commerce,"Atlanta, GA",GA,https://nextstepsyep.org/lcn/,,scraped,"https://maps.google.com/?q=1830 Briarcliff Cir NE, Atlanta, GA, 30329-2566",,"https://maps.google.com/?q=1830 Briarcliff Cir NE, Atlanta, GA, 30329-2566;https://nextstepsyep.org/lcn/",,,"1830 Briarcliff Cir NE Atlanta, GA 30329-2566",
Savannah Area Chamber of Commerce,"Savannah, GA",GA,http://www.savannahchamber.com,,scraped,"https://maps.google.com/?q=101 E Bay St, Savannah, GA, 31401-1201",,"https://maps.google.com/?q=101 E Bay St, Savannah, GA, 31401-1201;http://www.savannahchamber.com",,,"101 E Bay St Savannah, GA 31401-1201",
Screven County Chamber of Commerce,"Sylvania, GA",GA,http://www.screvencounty.com,,scraped,"https://maps.google.com/?q=101 S Main St, Sylvania, GA, 30467-1968",,"https://maps.google.com/?q=101 S Main St, Sylvania, GA, 30467-1968;http://www.screvencounty.com",,,"101 S Main St Sylvania, GA 30467-1968",
Soperton-Treutlen Chamber of Commerce,"Soperton, GA",GA,http://www.soperton.org,,scraped,"https://maps.google.com/?q=488 Second St, Soperton, GA, 30457-3004",,"https://maps.google.com/?q=488 Second St, Soperton, GA, 30457-3004;http://www.soperton.org",,,"488 Second St Soperton, GA 30457-3004",
South Fulton Chamber of Commerce,"Union City, GA",GA,http://southfultonchamber.com,,scraped,"https://maps.google.com/?q=4405 Mall Blvd, Union City, GA, 30291-2044",,"https://maps.google.com/?q=4405 Mall Blvd, Union City, GA, 30291-2044;http://southfultonchamber.com",,,"4405 Mall Blvd Union City, GA 30291-2044",
South Georgia Chamber of Commerce,"Thomasville, GA",GA,http://sogachamber.com,,scraped,"https://maps.google.com/?q=P.O Box 2036, Thomasville, GA, 31799-2036",,"https://maps.google.com/?q=P.O Box 2036, Thomasville, GA, 31799-2036;http://sogachamber.com",,,"2036 Thomasville, GA 31799-2036",
Southwest Quarter Chattahoochee Reg. CoC,"Cuthbert, GA",GA,http://www.southwestgeorgiachamber.com,,scraped,"https://maps.google.com/?q=P.O Box 31, Cuthbert, GA, 39840-0031",,"https://maps.google.com/?q=P.O Box 31, Cuthbert, GA, 39840-0031;http://www.southwestgeorgiachamber.com",,,"31 Cuthbert, GA 39840-0031",
Statesboro-Bulloch Chamber of Commerce,"Statesboro, GA",GA,http://www.statesboro-chamber.org,,scraped,"https://maps.google.com/?q=97 S College St, Statesboro, GA, 30458-0983",,"https://maps.google.com/?q=97 S College St, Statesboro, GA, 30458-0983;http://www.statesboro-chamber.org",,,"97 S College St Statesboro, GA 30458-0983",
Sumter Chamber of Commerce,"Americus, GA",GA,,,none,"https://maps.google.com/?q=P.O Box 724, Americus, GA, 31709-0724",,"https://maps.google.com/?q=P.O Box 724, Americus, GA, 31709-0724",,,"724 Americus, GA 31709-0724",
Sumter County Chamber of Commerce,"Americus, GA",GA,http://www.sumtercountychamber.com,,scraped,"https://maps.google.com/?q=P.O Box 724, Americus, GA, 31709-0724",,"https://maps.google.com/?q=P.O Box 724, Americus, GA, 31709-0724;http://www.sumtercountychamber.com",,,"724 Americus, GA 31709-0724",
Swainsboro-Emanuel County Chamber of Commerce,"Swainsboro, GA",GA,http://www.emanuelchamber.org,,scraped,"https://maps.google.com/?q=102 S Main St, Swainsboro, GA, 30401-3618",,"https://maps.google.com/?q=102 S Main St, Swainsboro, GA, 30401-3618;http://www.emanuelchamber.org",,,"102 S Main St Swainsboro, GA 30401-3618",
Talbot County Chamber of Commerce,"Talbotton, GA",GA,http://www.talbotcountychamber.org,,scraped,"https://maps.google.com/?q=P.O Box 98, Talbotton, GA, 31827-0098",,"https://maps.google.com/?q=P.O Box 98, Talbotton, GA, 31827-0098;http://www.talbotcountychamber.org",,,"98 Talbotton, GA 31827-0098",
Telfair County Chamber of Commerce,"Mc Rae Helena, GA",GA,http://www.telfairco.com,,scraped,"https://maps.google.com/?q=9 E Oak St, Mc Rae Helena, GA, 31055-4336",,"https://maps.google.com/?q=9 E Oak St, Mc Rae Helena, GA, 31055-4336;http://www.telfairco.com",,,"9 E Oak St Mc Rae Helena, GA 31055-4336",
Terrell County Chamber of Commerce,"Dawson, GA",GA,http://www.terrellcountygeorgia.org,,scraped,"https://maps.google.com/?q=211 W Lee St, Dawson, GA, 39842-1642",,"https://maps.google.com/?q=211 W Lee St, Dawson, GA, 39842-1642;http://www.terrellcountygeorgia.org",,,"211 W Lee St Dawson, GA 39842-1642",
The Charlton County Okefenokee Chamber of Commerce,"Folkston, GA",GA,http://www.folkston.com,,scraped,"https://maps.google.com/?q=3795 Main St, Folkston, GA, 31537-7541",,"https://maps.google.com/?q=3795 Main St, Folkston, GA, 31537-7541;http://www.folkston.com",,,"3795 Main St Folkston, GA 31537-7541",
The South African Chamber Of Commerce In The USA,"Marietta, GA",GA,https://sachamberusa.com/,,scraped,"https://maps.google.com/?q=1297 Waterford Green Trl, Marietta, GA, 30068-2922",,"https://maps.google.com/?q=1297 Waterford Green Trl, Marietta, GA, 30068-2922;https://sachamberusa.com/",,,"1297 Waterford Green Trl Marietta, GA 30068-2922",
Thomaston Upson County Chamber of Commerce,"Thomaston, GA",GA,https://www.thomastongachamber.com/,,scraped,"https://maps.google.com/?q=P.O Box 827, Thomaston, GA, 30286-0011",,"https://maps.google.com/?q=P.O Box 827, Thomaston, GA, 30286-0011;https://www.thomastongachamber.com/",,,"827 Thomaston, GA 30286-0011",
Thomson-McDuffie Chamber of Commerce,"Thomson, GA",GA,http://www.thomsonmcduffiechamber.com/,,scraped,"https://maps.google.com/?q=149 Main St, Thomson, GA, 30824-2615",,"https://maps.google.com/?q=149 Main St, Thomson, GA, 30824-2615;http://www.thomsonmcduffiechamber.com/",,,"149 Main St Thomson, GA 30824-2615",
Tifton Tift County Chamber of Commerce,"Tifton, GA",GA,http://www.tiftonchamber.org,,scraped,"https://maps.google.com/?q=100 Central Avenue, Tifton, GA, 31793",,"https://maps.google.com/?q=100 Central Avenue, Tifton, GA, 31793;http://www.tiftonchamber.org",,,"100 Central Avenue Tifton, GA 31793",
Toccoa-Stephens County Chamber of Commerce,"Toccoa, GA",GA,http://visittoccoa.com,,scraped,"https://maps.google.com/?q=160 N Alexander St, Toccoa, GA, 30577-2372",,"https://maps.google.com/?q=160 N Alexander St, Toccoa, GA, 30577-2372;http://visittoccoa.com",,,"160 N Alexander St Toccoa, GA 30577-2372",
Towns County Chamber of Commerce,"Young Harris, GA",GA,http://www.mountaintopga.com,,scraped,"https://maps.google.com/?q=1411 Jack Dayton Cir, Young Harris, GA, 30582-2337",,"https://maps.google.com/?q=1411 Jack Dayton Cir, Young Harris, GA, 30582-2337;http://www.mountaintopga.com",,,"1411 Jack Dayton Cir Young Harris, GA 30582-2337",
Valdosta-Lowndes County Chamber of Commerce,"Valdosta, GA",GA,http://www.valdostachamber.com,,scraped,"https://maps.google.com/?q=416 N Ashley St, Valdosta, GA, 31601-4620",,"https://maps.google.com/?q=416 N Ashley St, Valdosta, GA, 31601-4620;http://www.valdostachamber.com",,,"416 N Ashley St Valdosta, GA 31601-4620",
Walker County Chamber of Commerce,"Rock Spring, GA",GA,https://www.walkerrocks.com/,,scraped,"https://maps.google.com/?q=10052 N Highway 27, Rock Spring, GA, 30739-2121",,"https://maps.google.com/?q=10052 N Highway 27, Rock Spring, GA, 30739-2121;https://www.walkerrocks.com/",,,"10052 N Highway 27 Rock Spring, GA 30739-2121",
Walton County Chamber of Commerce,"Monroe, GA",GA,http://www.waltonchamber.org,,scraped,"https://maps.google.com/?q=207 N Wayne St, Monroe, GA, 30655-1847",,"https://maps.google.com/?q=207 N Wayne St, Monroe, GA, 30655-1847;http://www.waltonchamber.org",,,"207 N Wayne St Monroe, GA 30655-1847",
Warren County Chamber of Commerce,"Warrenton, GA",GA,http://www.warrencountyga.com,,scraped,"https://maps.google.com/?q=46 S Norwood St, Warrenton, GA, 30828-8404",,"https://maps.google.com/?q=46 S Norwood St, Warrenton, GA, 30828-8404;http://www.warrencountyga.com",,,"46 S Norwood St Warrenton, GA 30828-8404",
Washington County Chamber of Commerce,"Sandersville, GA",GA,http://www.washingtoncountyga.com,,scraped,"https://maps.google.com/?q=603 S Harris St, Sandersville, GA, 31082-2825",,"https://maps.google.com/?q=603 S Harris St, Sandersville, GA, 31082-2825;http://www.washingtoncountyga.com",,,"603 S Harris St Sandersville, GA 31082-2825",
Waycross-Ware County Chamber of Commerce,"Waycross, GA",GA,http://waycrosschamber.us,,scraped,"https://maps.google.com/?q=315 Plant Ave, Waycross, GA, 31501-3743",,"https://maps.google.com/?q=315 Plant Ave, Waycross, GA, 31501-3743;http://waycrosschamber.us",,,"315 Plant Ave Waycross, GA 31501-3743",
Wayne County Chamber of Commerce,"Jesup, GA",GA,https://www.waynechamberga.com/,,scraped,"https://maps.google.com/?q=261 W Plum St, Jesup, GA, 31545-1109",,"https://maps.google.com/?q=261 W Plum St, Jesup, GA, 31545-1109;https://www.waynechamberga.com/",,,"261 W Plum St Jesup, GA 31545-1109",
Wheeler County Chamber of Commerce,"Alamo, GA",GA,,,none,"https://maps.google.com/?q=P.O Box 654, Alamo, GA, 30411-0654",,"https://maps.google.com/?q=P.O Box 654, Alamo, GA, 30411-0654",,,"654 Alamo, GA 30411-0654",
White County Chamber of Commerce,"Cleveland, GA",GA,http://www.whitecountychamber.org/,,scraped,"https://maps.google.com/?q=122 N Main St, Cleveland, GA, 30528-1122",,"https://maps.google.com/?q=122 N Main St, Cleveland, GA, 30528-1122;http://www.whitecountychamber.org/",,,"122 N Main St Cleveland, GA 30528-1122",
Women's Chamber of Commerce of Atlanta,"Snellville, GA",GA,,,none,"https://maps.google.com/?q=2330 Scenic Hwy S, Snellville, GA, 30078-3115",,"https://maps.google.com/?q=2330 Scenic Hwy S, Snellville, GA, 30078-3115",,,"2330 Scenic Hwy S Snellville, GA 30078-3115",
Worth County-Sylvester Chamber of Commerce,"Sylvester, GA",GA,http://www.swcountychamber.com,,scraped,"https://maps.google.com/?q=122 N Main St, Sylvester, GA, 31791-2192",,"https://maps.google.com/?q=122 N Main St, Sylvester, GA, 31791-2192;http://www.swcountychamber.com",,,"122 N Main St Sylvester, GA 31791-2192",
Wrightsville-Johnson County Chamber Of Commerce,"Wrightsville, GA",GA,http://www.thejohnsonjournal.com/coc,,scraped,"https://maps.google.com/?q=P.O Box 94, Wrightsville, GA, 31096-0094",,"https://maps.google.com/?q=P.O Box 94, Wrightsville, GA, 31096-0094;http://www.thejohnsonjournal.com/coc",,,"94 Wrightsville, GA 31096-0094",
Chamber of Commerce Hawaii,"Honolulu, HI",HI,http://www.cochawaii.com,,scraped,"https://maps.google.com/?q=733 Bishop St, Honolulu, HI, 96813-4022",,"https://maps.google.com/?q=733 Bishop St, Honolulu, HI, 96813-4022;http://www.cochawaii.com",,,"733 Bishop St Honolulu, HI 96813-4022",
Chinese Chamber of Commerce Of Hawaii,"Honolulu, HI",HI,http://www.chinesechamber.com,,scraped,"https://maps.google.com/?q=8 S King St, Honolulu, HI, 96813-4334",,"https://maps.google.com/?q=8 S King St, Honolulu, HI, 96813-4334;http://www.chinesechamber.com",,,"8 S King St Honolulu, HI 96813-4334",
Filipino Chamber of Commerce of Hawaii,"Waipahu, HI",HI,,,none,"https://maps.google.com/?q=94-412 Maikoiko St, Waipahu, HI, 96797-2710",,"https://maps.google.com/?q=94-412 Maikoiko St, Waipahu, HI, 96797-2710",,,"412 Maikoiko St Waipahu, HI 96797-2710",
Hawaii Island Chamber of Commerce,"Hilo, HI",HI,http://www.hicc.biz,,scraped,"https://maps.google.com/?q=1321 Kinoole St, Hilo, HI, 96720-4129",,"https://maps.google.com/?q=1321 Kinoole St, Hilo, HI, 96720-4129;http://www.hicc.biz",,,"1321 Kinoole St Hilo, HI 96720-4129",
Hispanic Chamber of Commerce Hawaii,"Mililani, HI",HI,https://www.hcchawaii.org/,,scraped,"https://maps.google.com/?q=P.O. Box 893234, Mililani, HI, 96789",,"https://maps.google.com/?q=P.O. Box 893234, Mililani, HI, 96789;https://www.hcchawaii.org/",,,"893234 Mililani, HI 96789",
Kailua Chamber of Commerce,"Kailua, HI",HI,http://www.kailuachamber.com,,scraped,"https://maps.google.com/?q=P.O Box 1496, Kailua, HI, 96734-1496",,"https://maps.google.com/?q=P.O Box 1496, Kailua, HI, 96734-1496;http://www.kailuachamber.com",,,"1496 Kailua, HI 96734-1496",
Kapolei Chamber of Commerce,"Kapolei, HI",HI,https://www.kapoleichamber.com/,,scraped,"https://maps.google.com/?q=1001 Kamokila Blvd, Kapolei, HI, 96707-2014",,"https://maps.google.com/?q=1001 Kamokila Blvd, Kapolei, HI, 96707-2014;https://www.kapoleichamber.com/",,,"1001 Kamokila Blvd Kapolei, HI 96707-2014",
Kauai Chamber of Commerce,"Lihue, HI",HI,http://www.kauaichamber.org,,scraped,"https://maps.google.com/?q=P.O Box 1969, Lihue, HI, 96766-5969",,"https://maps.google.com/?q=P.O Box 1969, Lihue, HI, 96766-5969;http://www.kauaichamber.org",,,"1969 Lihue, HI 96766-5969",
Kona-Kohala Chamber of Commerce,"Kailua Kona, HI",HI,http://www.kona-kohala.com,,scraped,"https://maps.google.com/?q=75-5737 Kuakini Hwy, Kailua Kona, HI, 96740-1710",,"https://maps.google.com/?q=75-5737 Kuakini Hwy, Kailua Kona, HI, 96740-1710;http://www.kona-kohala.com",,,"5737 Kuakini Hwy Kailua Kona, HI 96740-1710",
Maui Chamber of Commerce,"Wailuku, HI",HI,http://www.mauichamber.com/,,scraped,"https://maps.google.com/?q=62 N Market St, Wailuku, HI, 96793-1755",,"https://maps.google.com/?q=62 N Market St, Wailuku, HI, 96793-1755;http://www.mauichamber.com/",,,"62 N Market St Wailuku, HI 96793-1755",
Molokai Chamber ofCommerce,"Kailua Kona, HI",HI,http://www.visitmolokai.com/coc,,scraped,"https://maps.google.com/?q=75-5737 Kuakini Hwy, Kailua Kona, HI, 96740-1710",,"https://maps.google.com/?q=75-5737 Kuakini Hwy, Kailua Kona, HI, 96740-1710;http://www.visitmolokai.com/coc",,,"5737 Kuakini Hwy Kailua Kona, HI 96740-1710",
Native Hawaiian Chamber of Commerce,"Honolulu, HI",HI,http://www.nativehawaiian.cc,,scraped,"https://maps.google.com/?q=P.O Box 597, Honolulu, HI, 96809-0597",,"https://maps.google.com/?q=P.O Box 597, Honolulu, HI, 96809-0597;http://www.nativehawaiian.cc",,,"597 Honolulu, HI 96809-0597",
North Shore Chamber of Commerce,"Haleiwa, HI",HI,http://www.gonorthshore.org,,scraped,"https://maps.google.com/?q=66-434 Kamehameha Hwy, Haleiwa, HI, 96712-2414",,"https://maps.google.com/?q=66-434 Kamehameha Hwy, Haleiwa, HI, 96712-2414;http://www.gonorthshore.org",,,"434 Kamehameha Hwy Haleiwa, HI 96712-2414",
American Falls Chamber of Commerce,"American Falls, ID",ID,,,none,"https://maps.google.com/?q=P.O Box 207, American Falls, ID, 83211-0207",,"https://maps.google.com/?q=P.O Box 207, American Falls, ID, 83211-0207",,,"207 American Falls, ID 83211-0207",
Bayview Chamber Of Commerce,"Bayview, ID",ID,,,none,"https://maps.google.com/?q=P.O Box 121, Bayview, ID, 83803-0121",,"https://maps.google.com/?q=P.O Box 121, Bayview, ID, 83803-0121",,,"121 Bayview, ID 83803-0121",
Bear Lake County Chamber of Commerce,"Montpelier, ID",ID,https://www.bearlakechamber.us/,,scraped,"https://maps.google.com/?q=P.O Box 265, Montpelier, ID, 83254-0265",,"https://maps.google.com/?q=P.O Box 265, Montpelier, ID, 83254-0265;https://www.bearlakechamber.us/",,,"265
                            , P.O Box 265 Montpelier, ID 83254-0265",
Bellevue Chamber of Commerce,"Bellevue, ID",ID,http://www.bellevueidaho.us,,scraped,"https://maps.google.com/?q=P.O Box 825, Bellevue, ID, 83313-0825",,"https://maps.google.com/?q=P.O Box 825, Bellevue, ID, 83313-0825;http://www.bellevueidaho.us",,,"825 Bellevue, ID 83313-0825",
Boise Metro Chamber,"Boise, ID",ID,http://www.boisechamber.org,,scraped,"https://maps.google.com/?q=1101 W Front St, Boise, ID, 83702-6951",,"https://maps.google.com/?q=1101 W Front St, Boise, ID, 83702-6951;http://www.boisechamber.org",,,"1101 W Front St Boise, ID 83702-6951",
Buhl Chamber of Commerce,"Buhl, ID",ID,http://www.buhlcity.org,,scraped,"https://maps.google.com/?q=716 Highway 30, Buhl, ID, 83316-5039",,"https://maps.google.com/?q=716 Highway 30, Buhl, ID, 83316-5039;http://www.buhlcity.org",,,"716 Highway 30 Buhl, ID 83316-5039",
Caldwell Chamber of Commerce,"Caldwell, ID",ID,http://www.caldwellchamber.org/,,scraped,"https://maps.google.com/?q=1001 Blaine St, Caldwell, ID, 83605-3833",,"https://maps.google.com/?q=1001 Blaine St, Caldwell, ID, 83605-3833;http://www.caldwellchamber.org/",,,"1001 Blaine St Caldwell, ID 83605-3833",
Cascade Chamber of Commerce,"Cascade, ID",ID,https://www.cascadechamber.com/chamber/,,scraped,"https://maps.google.com/?q=P.O Box 571, Cascade, ID, 83611-0571",,"https://maps.google.com/?q=P.O Box 571, Cascade, ID, 83611-0571;https://www.cascadechamber.com/chamber/",,,"571 Cascade, ID 83611-0571",
Coeur d'Alene Area Chamber of Commerce,"Coeur D Alene, ID",ID,http://www.cdachamber.com,,scraped,"https://maps.google.com/?q=105 N 1st St, Coeur D Alene, ID, 83814-5918",,"https://maps.google.com/?q=105 N 1st St, Coeur D Alene, ID, 83814-5918;http://www.cdachamber.com",,,"105 N 1st St Coeur D Alene, ID 83814-5918",
Cottonwood Chamber of Commerce,"Cottonwood, ID",ID,http://www.cottonwoodidaho.org,,scraped,"https://maps.google.com/?q=506 King St, Cottonwood, ID, 83522-5263",,"https://maps.google.com/?q=506 King St, Cottonwood, ID, 83522-5263;http://www.cottonwoodidaho.org",,,"506 King St Cottonwood, ID 83522-5263",
Council Chamber of Commerce,"Council, ID",ID,http://councilidaho.net,,scraped,"https://maps.google.com/?q=P.O Box 527, Council, ID, 83612-0527",,"https://maps.google.com/?q=P.O Box 527, Council, ID, 83612-0527;http://councilidaho.net",,,"527 Council, ID 83612-0527",
Donnelly Area Chamber of Commerce,"Donnelly, ID",ID,https://donnellychamber.com/,,scraped,"https://maps.google.com/?q=169 Halferty Street, Donnelly, ID, 83615",,"https://maps.google.com/?q=169 Halferty Street, Donnelly, ID, 83615;https://donnellychamber.com/",,,"169 Halferty Street Donnelly, ID 83615",
Downey Chamber of Commerce,"Downey, ID",ID,http://www.downeyidaho.com,,scraped,"https://maps.google.com/?q=P.O Box 353, Downey, ID, 83234-0353",,"https://maps.google.com/?q=P.O Box 353, Downey, ID, 83234-0353;http://www.downeyidaho.com",,,"353 Downey, ID 83234-0353",
Eagle Chamber of Commerce,"Eagle, ID",ID,http://www.eaglechamber.com,,scraped,"https://maps.google.com/?q=148 N 2nd St, Eagle, ID, 83616-6857",,"https://maps.google.com/?q=148 N 2nd St, Eagle, ID, 83616-6857;http://www.eaglechamber.com",,,"148 N 2nd St Eagle, ID 83616-6857",
Fruitland Chamber of Commerce,"Fruitland, ID",ID,http://www.fruitlandcofc.com,,scraped,"https://maps.google.com/?q=200 S Whitley Dr, Fruitland, ID, 83619-2537",,"https://maps.google.com/?q=200 S Whitley Dr, Fruitland, ID, 83619-2537;http://www.fruitlandcofc.com",,,"200 S Whitley Dr Fruitland, ID 83619-2537",
